,time,resids,b_predictor
227,,,2e-06
228,,,
229,,,-1.3333333333333334e-06
230,,,9.999999999999999e-06
231,,,1.3583333333333333e-05
232,,,1.6666666666666667e-05
233,,,7.866666666666667e-06
234,,,1.2333333333333333e-05
235,,,1.674074074074074e-05
236,,,5.333333333333334e-06
237,,,-1.488888888888889e-05
238,,,-2.0000000000000008e-06
239,,,-6.4444444444444445e-06
240,,,-5.1111111111111115e-06
241,,,-5.666666666666667e-06
242,,,3.666666666666667e-05
243,,,-3.555555555555556e-06
244,,,
245,,,9.999999999999999e-06
246,,,4.888888888888889e-06
247,,,1.4000000000000001e-05
248,,,7.333333333333332e-06
249,,,4e-06
250,,,-2.3333333333333336e-06
251,,,-4.333333333333333e-06
252,,,-4.888888888888889e-06
253,,,-1.1466666666666666e-05
254,,,-7.77777777777778e-06
255,,,2.5333333333333334e-06
256,,,-1.2133333333333333e-05
257,,,4.666666666666667e-06
258,,,1.4222222222222224e-05
259,,,1.3333333333333333e-05
260,,,1.2761904761904762e-05
261,,,1.4e-05
262,,,-5.555555555555555e-06
263,,,-6.133333333333334e-06
264,,,-1.0333333333333333e-05
265,,,3e-06
266,,,3.3333333333333333e-06
267,,,-1.1333333333333334e-05
268,,,4.9999999999999996e-06
269,,,1.3333333333333333e-05
270,,,
271,,,
272,,,1.3333333333333334e-06
273,,,
274,,,
275,,,-7.666666666666667e-06
276,,,5.1111111111111115e-06
277,,,-9.333333333333334e-06
278,,,-1.3133333333333334e-05
279,,,-1.1222222222222222e-05
280,,,-1.4999999999999999e-05
281,,,-4.999999999999996e-07
282,,,-4.9999999999999996e-06
283,,,-4.9999999999999996e-06
284,,,-4.9999999999999996e-06
285,,,-2.1999999999999997e-06
286,,,
287,,,8.222222222222222e-06
288,,,-2.666666666666667e-06
289,,,
290,,,-6.4e-06
291,,,-5.333333333333334e-06
292,,,
293,,,2.4999999999999998e-06
294,,,-7.333333333333333e-06
295,,,-4e-06
296,,,2.666666666666667e-06
297,,,1.3333333333333333e-05
298,,,1.05e-05
299,,,1.088888888888889e-05
300,,,1.0666666666666667e-05
301,,,7.166666666666667e-06
302,,,
303,,,-7.5e-06
304,,,-1.0133333333333333e-05
305,,,-1.1666666666666666e-05
306,,,
307,,,9.555555555555556e-06
308,,,1.7333333333333332e-06
309,,,7.333333333333333e-06
310,,,1.111111111111111e-05
311,,,9.733333333333332e-06
312,,,1.1066666666666667e-05
313,,,1.28e-05
314,,,1.4444444444444442e-05
315,,,-2e-06
316,,,-6e-06
317,,,-3.1111111111111107e-06
318,,,1.8666666666666672e-05
319,,,2.0476190476190476e-05
320,,,2.3866666666666666e-05
321,,,2.7866666666666665e-05
322,,,3.342857142857143e-05
323,,,3.4666666666666665e-05
324,,,3.666666666666667e-05
325,,,3.7428571428571434e-05
326,,,4.144444444444444e-05
327,,,4.514285714285714e-05
328,,,4.419047619047619e-05
329,,,3.791666666666666e-05
330,,,3.9166666666666665e-05
331,,,3.904761904761904e-05
332,,,3.561904761904763e-05
333,,,3.3333333333333335e-05
334,,,3.7888888888888894e-05
335,,,3.721212121212121e-05
336,,,3.428571428571429e-05
337,,,1.6416666666666665e-05
338,,,1.6857142857142855e-05
339,,,1.4285714285714285e-05
340,,,1.2857142857142857e-05
341,,,1.0933333333333334e-05
342,,,1.4666666666666666e-05
343,,,1.7142857142857145e-05
344,,,3.1333333333333334e-05
345,,,2.5333333333333334e-05
346,,,1.5333333333333334e-05
347,,,3.3333333333333333e-06
348,,,9.333333333333334e-06
349,,,1.6533333333333333e-05
350,,,1.575e-05
351,,,1.633333333333333e-05
352,,,2.4916666666666665e-05
353,,,4.042857142857143e-05
354,,,3.4523809523809526e-05
355,,,3.7000000000000005e-05
356,,,1.7333333333333332e-05
357,,,3.888888888888889e-06
358,,,7.777777777777781e-07
359,,,4.777777777777778e-06
360,,,1.1666666666666666e-05
361,,,1.4714285714285713e-05
362,,,1.1814814814814815e-05
363,,,3.655555555555556e-05
364,,,4.125e-05
365,,,4.458333333333333e-05
366,,,3.276190476190476e-05
367,,,4.7523809523809523e-05
368,,,2.4666666666666665e-05
369,,,2.8222222222222223e-05
370,,,1.866666666666667e-05
371,,,1.111111111111111e-05
372,,,1.3333333333333333e-05
373,,,2.0666666666666666e-05
374,,,4.123809523809524e-05
375,,,4.148148148148147e-05
376,,,3.3888888888888884e-05
377,,,4.2148148148148145e-05
378,,,4.825e-05
379,,,5.066666666666667e-05
380,,,4.948148148148148e-05
381,,,4.466666666666667e-05
382,,,2.8250000000000002e-05
383,,,1.523809523809524e-05
384,,,1.6555555555555556e-05
385,,,1.5583333333333334e-05
386,,,1.3523809523809525e-05
387,,,1.6444444444444444e-05
388,,,1.8999999999999998e-05
389,,,1.761904761904762e-05
390,,,2.0333333333333334e-05
391,,,1.9777777777777778e-05
392,,,2.3619047619047616e-05
393,,,2.4e-05
394,,,1.8999999999999998e-05
395,,,1.9666666666666666e-05
396,,,1.5444444444444446e-05
397,,,1.722222222222222e-05
398,,,1.737037037037037e-05
399,,,1.8083333333333334e-05
400,,,1.7777777777777777e-05
401,,,1.86e-05
402,,,2.4e-05
403,,,2.675e-05
404,,,2.5476190476190472e-05
405,,,2.652380952380952e-05
406,,,2.7666666666666664e-05
407,,,3.071428571428571e-05
408,,,3.344444444444446e-05
409,,,2.1416666666666664e-05
410,,,1.9083333333333334e-05
411,,,1.24e-05
412,,,1.2933333333333334e-05
413,,,1.6749999999999997e-05
414,,,1.6916666666666663e-05
415,,,1.633333333333333e-05
416,,,1.9444444444444445e-05
417,,,2.161904761904762e-05
418,,,2.711111111111111e-05
419,,,3.123809523809524e-05
420,,,3.407407407407407e-05
421,,,3.2444444444444446e-05
422,,,3.476190476190476e-05
423,,,2.5619047619047618e-05
424,,,2.3444444444444444e-05
425,,,2.6222222222222222e-05
426,,,2.4285714285714285e-05
427,,,2.222222222222222e-05
428,,,2.6000000000000002e-05
429,,,3.0416666666666663e-05
430,,,4.051851851851852e-05
431,,,4.19047619047619e-05
432,,,4.288888888888889e-05
433,,,3.675e-05
434,,,3.566666666666667e-05
435,,,3.107407407407407e-05
436,,,2.0333333333333337e-05
437,,,2.1999999999999996e-05
438,,,2.3916666666666668e-05
439,,,2.48e-05
440,,,2.644444444444444e-05
441,,,2.875e-05
442,,,3.125e-05
443,,,3.095238095238095e-05
444,,,3.095238095238095e-05
445,,,3.962962962962963e-05
446,,,4.3066666666666665e-05
447,,,3.851851851851852e-05
448,,,3.619047619047619e-05
449,,,3.477777777777778e-05
450,,,3.223809523809524e-05
451,,,3.471428571428571e-05
452,,,3.5000000000000004e-05
453,,,3.433333333333333e-05
454,,,2.5592592592592593e-05
455,,,2.983333333333333e-05
456,,,4.0714285714285717e-05
457,,,3.9555555555555556e-05
458,,,3.642857142857143e-05
459,,,3.577777777777778e-05
460,,,3.5000000000000004e-05
461,,,3.52962962962963e-05
462,,,3.566666666666667e-05
463,,,2.9e-05
464,,,2.4444444444444438e-05
465,,,2.2666666666666664e-05
466,,,2.2333333333333332e-05
467,,,2.677777777777778e-05
468,,,2.7222222222222223e-05
469,,,2.633333333333333e-05
470,,,2.944444444444444e-05
471,,,3.814285714285715e-05
472,,,3.9750000000000004e-05
473,,,4.090476190476192e-05
474,,,4.020000000000001e-05
475,,,3.936363636363637e-05
476,,,3.8916666666666666e-05
477,,,3.461904761904762e-05
478,,,2.908333333333333e-05
479,,,2.633333333333333e-05
480,,,2.4833333333333328e-05
481,,,2.6190476190476192e-05
482,,,2.8083333333333343e-05
483,,,2.780952380952381e-05
484,,,3.0857142857142856e-05
485,,,3.733333333333333e-05
486,,,3.775e-05
487,,,3.866666666666667e-05
488,,,3.904761904761904e-05
489,,,3.925e-05
490,,,3.740740740740741e-05
491,,,3.0857142857142856e-05
492,,,2.9047619047619042e-05
493,,,3.142857142857143e-05
494,,,3.175e-05
495,,,3.7000000000000005e-05
496,,,3.291666666666666e-05
497,,,3.4500000000000005e-05
498,,,4.7380952380952385e-05
499,,,4.8750000000000006e-05
500,,,4.6750000000000005e-05
501,,,4.477777777777778e-05
502,,,4.462962962962963e-05
503,,,4.7000000000000004e-05
504,,,4.722222222222223e-05
505,,,4.255555555555556e-05
506,,,3.7476190476190476e-05
507,,,3.880952380952381e-05
508,,,4.1666666666666665e-05
509,,,4.5e-05
510,,,4.433333333333334e-05
511,,,4.547619047619048e-05
512,,,4.4416666666666664e-05
513,,,4.6952380952380956e-05
514,,,5.0166666666666655e-05
515,,,5.11111111111111e-05
516,,,4.7799999999999996e-05
517,,,4.6666666666666665e-05
518,,,4.4952380952380954e-05
519,,,4.4166666666666665e-05
520,,,4.266666666666667e-05
521,,,3.85e-05
522,,,3.914285714285714e-05
523,,,4.116666666666666e-05
524,,,4.433333333333334e-05
525,,,4.7000000000000004e-05
526,,,4.4e-05
527,,,4.595238095238096e-05
528,,,4.825e-05
529,,,4.7000000000000004e-05
530,,,4.286666666666667e-05
531,,,3.9166666666666665e-05
532,,,3.690476190476191e-05
533,,,4.091666666666667e-05
534,,,3.9857142857142865e-05
535,,,3.9000000000000006e-05
536,,,3.6777777777777774e-05
537,,,3.6933333333333334e-05
538,,,4.747619047619048e-05
539,,,5.3166666666666674e-05
540,,,4.757142857142858e-05
541,,,5.2916666666666674e-05
542,,,6.233333333333334e-05
543,,,6.490476190476191e-05
544,,,6.351851851851852e-05
545,,,4.575e-05
546,,,4.7444444444444445e-05
547,,,5.083333333333335e-05
548,,,4.9190476190476206e-05
549,,,4.842857142857144e-05
550,,,4.8200000000000006e-05
551,,,5.544444444444444e-05
552,,,6.347619047619048e-05
553,,,5.775000000000001e-05
554,,,5.633333333333333e-05
555,,,6.058333333333334e-05
556,,,6.075e-05
557,,,5.766666666666667e-05
558,,,5.166666666666667e-05
559,,,5.008333333333334e-05
560,,,5.1761904761904775e-05
561,,,4.866666666666667e-05
562,,,4.757142857142858e-05
563,,,4.908333333333334e-05
564,,,5.28888888888889e-05
565,,,5.833333333333333e-05
566,,,5.5761904761904764e-05
567,,,5.624999999999999e-05
568,,,6.014285714285714e-05
569,,,5.841666666666667e-05
570,,,5.44074074074074e-05
571,,,5.433333333333333e-05
572,,,4.8916666666666665e-05
573,,,4.916666666666667e-05
574,,,5.0047619047619044e-05
575,,,4.803703703703704e-05
576,,,5e-05
577,,,5.0523809523809535e-05
578,,,5.133333333333333e-05
579,,,5.5074074074074065e-05
580,,,5.466666666666666e-05
581,,,5.516666666666666e-05
582,,,5.566666666666667e-05
583,,,5.5952380952380944e-05
584,,,5.533333333333333e-05
585,,,4.9476190476190476e-05
586,,,4.916666666666667e-05
587,,,5.1416666666666665e-05
588,,,5.214285714285714e-05
589,,,5.2916666666666674e-05
590,,,5.519047619047619e-05
591,,,5.416666666666666e-05
592,,,5.9444444444444445e-05
593,,,5.8e-05
594,,,5.941666666666666e-05
595,,,5.6916666666666656e-05
596,,,5.6761904761904754e-05
597,,,6.152380952380953e-05
598,,,5.7333333333333336e-05
599,,,5.2000000000000004e-05
600,,,4.76e-05
601,,,4.885714285714286e-05
602,,,5.066666666666666e-05
603,,,5.5666666666666674e-05
604,,,5.216666666666666e-05
605,,,5.3e-05
606,,,5.8714285714285714e-05
607,,,5.9e-05
608,,,5.660000000000001e-05
609,,,5.3666666666666666e-05
610,,,5.6750000000000004e-05
611,,,5.690476190476191e-05
612,,,5.176190476190476e-05
613,,,5e-05
614,,,4.9250000000000004e-05
615,,,5.0916666666666666e-05
616,,,5.158333333333334e-05
617,,,5.190476190476191e-05
618,,,5.0916666666666666e-05
619,,,5.7333333333333336e-05
620,,,5.857142857142856e-05
621,,,6.125e-05
622,,,5.9999999999999995e-05
623,,,6.057142857142856e-05
624,,,6.433333333333333e-05
625,,,6.322222222222223e-05
626,,,5.676190476190476e-05
627,,,5.6000000000000006e-05
628,,,5.1238095238095235e-05
629,,,4.85e-05
630,,,4.8e-05
631,,,4.766666666666666e-05
632,,,5.441666666666667e-05
633,,,5.222222222222223e-05
634,,,5.214285714285714e-05
635,,,5.186666666666667e-05
636,,,4.708333333333334e-05
637,,,4.3190476190476195e-05
638,,,4.2e-05
639,,,4.166666666666667e-05
640,,,4.166666666666667e-05
641,,,4.166666666666667e-05
642,,,4.433333333333334e-05
643,,,5.033333333333334e-05
644,,,5.0523809523809535e-05
645,,,5.18888888888889e-05
646,,,5.374999999999999e-05
647,,,5.166666666666667e-05
648,,,5.1000000000000006e-05
649,,,5.093333333333335e-05
650,,,4.8222222222222225e-05
651,,,4.523809523809524e-05
652,,,4.466666666666667e-05
653,,,4.466666666666667e-05
654,,,4.5333333333333335e-05
655,,,4.466666666666667e-05
656,,,4.444444444444444e-05
657,,,4.65e-05
658,,,5.3416666666666666e-05
659,,,5.2533333333333334e-05
660,,,5.2000000000000004e-05
661,,,5.352380952380953e-05
662,,,5.21904761904762e-05
663,,,5.133333333333333e-05
664,,,5.016666666666666e-05
665,,,4.2e-05
666,,,4.2761904761904766e-05
667,,,4.3333333333333334e-05
668,,,4.466666666666667e-05
669,,,4.4416666666666664e-05
670,,,4.474074074074074e-05
671,,,4.419047619047619e-05
672,,,4.9833333333333336e-05
673,,,5.333333333333333e-05
674,,,5.3916666666666665e-05
675,,,5.533333333333334e-05
676,,,5.6814814814814824e-05
677,,,5.675e-05
678,,,5.6000000000000006e-05
679,,,5.2285714285714294e-05
680,,,4.216666666666667e-05
681,,,4.2523809523809524e-05
682,,,4.3e-05
683,,,4.3666666666666666e-05
684,,,4.404761904761905e-05
685,,,4.3166666666666675e-05
686,,,4.91904761904762e-05
687,,,4.9857142857142864e-05
688,,,4.966666666666668e-05
689,,,4.890476190476191e-05
690,,,4.94e-05
691,,,4.938095238095238e-05
692,,,4.9250000000000004e-05
693,,,4.157142857142857e-05
694,,,3.7916666666666676e-05
695,,,4.183333333333333e-05
696,,,4.019047619047619e-05
697,,,3.933333333333333e-05
698,,,3.9500000000000005e-05
699,,,4.180952380952381e-05
700,,,4.918518518518519e-05
701,,,4.876190476190476e-05
702,,,4.933333333333333e-05
703,,,5.019047619047619e-05
704,,,5e-05
705,,,5.1185185185185185e-05
706,,,4.916666666666667e-05
707,,,4.447619047619048e-05
708,,,4.45e-05
709,,,4.552380952380953e-05
710,,,4.383333333333333e-05
711,,,4.4e-05
712,,,4.3333333333333334e-05
713,,,5.133333333333333e-05
714,,,5.275e-05
715,,,5.2333333333333336e-05
716,,,5.2000000000000004e-05
717,,,5.2285714285714294e-05
718,,,5.2285714285714294e-05
719,,,5.166666666666667e-05
0,,,7.666666666666667e-06
1,,,7.111111111111112e-06
2,,,5.333333333333334e-06
3,,,5.133333333333333e-05
4,,,4.285714285714286e-05
5,,,9.888888888888889e-06
6,,,4.666666666666667e-06
7,,,9.066666666666667e-06
8,,,2.7555555555555555e-05
9,,,2.247619047619048e-05
10,,,1.323809523809524e-05
11,,,1.533333333333333e-05
12,,,1.2666666666666667e-05
13,,,
14,,,-3e-06
15,,,-7.333333333333333e-06
16,,,6.476190476190477e-06
17,,,2.3583333333333335e-05
18,,,1.9083333333333334e-05
19,,,1.1222222222222222e-05
20,,,9.999999999999999e-06
21,,,1.4000000000000001e-05
22,,,1.2444444444444443e-05
23,,,
24,,,-2.666666666666667e-06
25,,,-2e-06
26,,,-1.4285714285714286e-06
27,,,1.2e-06
28,,,6.888888888888889e-06
29,,,1.1166666666666668e-05
30,,,1.7e-05
31,,,1.5666666666666667e-05
32,,,1.4285714285714285e-05
33,,,1.304761904761905e-05
34,,,1.48e-05
35,,,2.6222222222222222e-05
36,,,1.3904761904761905e-05
37,,,6.666666666666667e-06
38,,,7.333333333333332e-06
39,,,1.32e-05
40,,,7e-06
41,,,1.9866666666666667e-05
42,,,2.219047619047619e-05
43,,,2.3333333333333332e-05
44,,,
45,,,3.266666666666666e-05
46,,,1.9666666666666666e-05
47,,,2.9833333333333335e-05
48,,,2.6666666666666667e-05
49,,,2.186666666666667e-05
50,,,9.523809523809523e-06
51,,,2.666666666666667e-06
52,,,
53,,,
54,,,
55,,,2.666666666666667e-06
56,,,
57,,,1e-06
58,,,8.222222222222222e-06
59,,,6e-06
60,,,3.7333333333333333e-06
61,,,1.4666666666666666e-05
62,,,2.1555555555555555e-05
63,,,3.3333333333333333e-06
64,,,3.4444444444444444e-06
65,,,8.666666666666666e-06
66,,,-8.666666666666666e-06
67,,,-8.5e-06
68,,,-7.777777777777777e-06
69,,,-1.0444444444444443e-05
70,,,1.8999999999999998e-05
71,,,2.5555555555555554e-05
72,,,5.777777777777776e-06
73,,,-1.3333333333333334e-06
74,,,3.3333333333333333e-06
75,,,5.333333333333334e-06
76,,,6.666666666666667e-07
77,,,-6.333333333333333e-06
78,,,-1.3666666666666666e-05
79,,,-1.1499999999999998e-05
80,,,-1.723809523809524e-05
81,,,-1.2666666666666667e-05
82,,,-1.6666666666666667e-06
83,,,-3.1111111111111107e-06
84,,,4e-06
85,,,1.438095238095238e-05
86,,,1.6444444444444444e-05
87,,,1.2333333333333333e-05
88,,,1.1666666666666666e-05
89,,,5.1111111111111115e-06
90,,,2.2222222222222224e-07
91,,,-1.1428571428571429e-05
92,,,-1.6833333333333334e-05
93,,,-2.142857142857143e-05
94,,,-1.9111111111111113e-05
95,,,-1.5916666666666666e-05
96,,,-1.3428571428571429e-05
97,,,-1.9428571428571427e-05
98,,,-1.7809523809523813e-05
99,,,-1.1555555555555556e-05
100,,,-1.6444444444444444e-05
101,,,-1.7083333333333333e-05
102,,,-1.1333333333333334e-05
103,,,-1.3083333333333334e-05
104,,,-1.5e-05
105,,,-3.3703703703703706e-05
106,,,-3.7888888888888894e-05
107,,,-2.8666666666666668e-05
108,,,-4.476190476190477e-05
109,,,-2.2333333333333335e-05
110,,,-2.0266666666666667e-05
111,,,-2.152380952380952e-05
112,,,-6.199999999999999e-05
113,,,-5.1166666666666666e-05
114,,,-2.773333333333333e-05
115,,,-2.1666666666666667e-05
116,,,-2.2e-05
117,,,-1.5714285714285715e-05
118,,,-4.666666666666667e-06
119,,,-2.3416666666666666e-05
120,,,-2.508333333333333e-05
121,,,-3.093333333333334e-05
122,,,-3.19047619047619e-05
123,,,-4.044444444444444e-05
124,,,-4.444444444444444e-05
125,,,-3.437037037037037e-05
126,,,-3.28e-05
127,,,-3.5333333333333336e-05
128,,,-1.5333333333333334e-05
129,,,-3.1e-05
130,,,-2.780952380952381e-05
131,,,-1.3666666666666666e-05
132,,,-1.08e-05
133,,,-3.45e-05
134,,,-2.2e-05
135,,,-2.838095238095238e-05
136,,,-3.146666666666667e-05
137,,,-2.5583333333333333e-05
138,,,-2.7714285714285712e-05
139,,,-3.304761904761905e-05
140,,,2.3714285714285713e-05
141,,,1.0555555555555557e-05
142,,,-4e-06
143,,,-2.5e-05
144,,,-2.3733333333333332e-05
145,,,-1.8888888888888888e-06
146,,,-1.633333333333333e-05
147,,,-2.3866666666666666e-05
148,,,-2.346666666666667e-05
149,,,-2.76e-05
150,,,-4.4095238095238096e-05
151,,,-3.355555555555555e-05
152,,,-1.1833333333333332e-05
153,,,-2.2e-05
154,,,-2.3142857142857142e-05
155,,,-2.142857142857143e-05
156,,,4e-06
157,,,-2e-06
158,,,6.666666666666667e-07
159,,,-1.8e-05
160,,,-2.6666666666666667e-05
161,,,-2.6333333333333334e-05
162,,,-2.5249999999999997e-05
163,,,-1.5714285714285715e-05
164,,,-2.3714285714285713e-05
165,,,-3.7037037037037037e-05
166,,,-3.476190476190476e-05
167,,,-1.4533333333333334e-05
168,,,-9.866666666666667e-06
169,,,-1.6444444444444444e-05
170,,,-1.5250000000000001e-05
171,,,-1.4833333333333334e-05
172,,,-1.3083333333333334e-05
173,,,-1.0222222222222223e-05
174,,,-2.2857142857142858e-05
175,,,-6.4e-06
176,,,-7.833333333333332e-06
177,,,-1.922222222222222e-05
178,,,-2.48e-05
179,,,-2.377777777777778e-05
180,,,-2.6666666666666667e-05
181,,,-3.888888888888889e-05
182,,,-2.4285714285714285e-05
183,,,-2.580952380952381e-05
184,,,-1.9047619047619046e-05
185,,,-9.111111111111112e-06
186,,,-1.8285714285714288e-05
187,,,-3.011111111111111e-05
188,,,-1.1523809523809523e-05
189,,,-1.1904761904761905e-05
190,,,-1.4333333333333334e-05
191,,,-1.962962962962963e-05
192,,,-1.688888888888889e-05
193,,,-1.4761904761904761e-05
194,,,-2.4333333333333333e-05
195,,,-3.3e-05
196,,,-6e-06
197,,,
198,,,-1.0444444444444443e-05
199,,,-8e-06
200,,,-5.666666666666667e-06
201,,,-3.3333333333333333e-06
202,,,-2.666666666666667e-06
203,,,-8.666666666666666e-06
204,,,-1.2380952380952381e-05
205,,,-1.1666666666666666e-05
206,,,1.55e-05
207,,,6.285714285714286e-06
208,,,-1.619047619047619e-05
209,,,-9.666666666666667e-06
210,,,-1.2133333333333333e-05
211,,,-1.6555555555555556e-05
212,,,-1.5523809523809525e-05
213,,,-1.1222222222222222e-05
214,,,-1.3333333333333334e-06
215,,,-4.666666666666667e-06
216,,,-6e-06
217,,,-1.188888888888889e-05
218,,,-8.266666666666667e-06
219,,,-1.5166666666666667e-05
220,,,-2.5833333333333336e-05
221,,,-2.1333333333333335e-05
222,,,-2.257142857142857e-05
223,,,-3.066666666666667e-05
224,,,-1.6777777777777776e-05
225,,,-1.9777777777777778e-05
226,,,-1.3523809523809525e-05
227,,,-1.2777777777777777e-05
228,,,-4.933333333333333e-06
229,,,-1.1333333333333334e-05
230,,,-8.444444444444446e-06
231,,,-5e-07
232,,,-2e-06
233,,,-6e-06
234,,,-1.7e-05
235,,,-3.3333333333333335e-05
236,,,-1.822222222222222e-05
237,,,-1.7333333333333332e-05
238,,,-1.1066666666666667e-05
239,,,-9e-06
240,,,-1.614814814814815e-05
241,,,-1.5428571428571428e-05
242,,,-2.1333333333333335e-05
243,,,-1.7916666666666667e-05
244,,,-1.7e-05
245,,,-9.333333333333334e-06
246,,,-4.666666666666667e-06
247,,,-1.5407407407407408e-05
248,,,-2.4e-06
249,,,-9.777777777777779e-06
250,,,-1.4e-05
251,,,-1.925e-05
252,,,-2.3066666666666664e-05
253,,,-1.0833333333333334e-05
254,,,-1.111111111111111e-06
255,,,-2.8571428571428575e-07
256,,,1.0933333333333334e-05
257,,,1.7e-05
258,,,1.3619047619047617e-05
259,,,1.2888888888888889e-05
260,,,9.999999999999999e-06
261,,,9.777777777777779e-06
262,,,1.7666666666666668e-05
263,,,7.666666666666667e-06
264,,,
265,,,-2.014814814814815e-05
266,,,-1.7333333333333332e-05
267,,,-1.3000000000000001e-05
268,,,-1.1777777777777778e-05
269,,,-3.4133333333333334e-05
270,,,-1.4952380952380952e-05
271,,,-1.2333333333333333e-05
272,,,-5.777777777777778e-06
273,,,2.647619047619048e-05
274,,,5.3e-05
275,,,
276,,,3.3333333333333333e-06
277,,,-3.3333333333333333e-06
278,,,-7.333333333333333e-06
279,,,-5.555555555555555e-06
280,,,-1.3333333333333334e-06
281,,,
282,,,-1.3333333333333334e-06
283,,,
284,,,
285,,,-3.3333333333333333e-06
286,,,-1.1555555555555556e-05
287,,,-3.3333333333333333e-06
288,,,-5.555555555555554e-06
289,,,1.7500000000000002e-05
290,,,4.833333333333333e-06
291,,,2e-06
292,,,-2.2555555555555556e-05
293,,,-2.1333333333333334e-06
294,,,-1.1555555555555556e-05
295,,,-1.3333333333333333e-05
296,,,
297,,,-1.5428571428571428e-05
298,,,-1.7666666666666668e-05
299,,,-9.733333333333332e-06
300,,,1.0000000000000002e-06
301,,,8e-06
302,,,
303,,,6.666666666666667e-07
304,,,4.222222222222223e-06
305,,,-9.999999999999999e-06
306,,,1.533333333333333e-05
307,,,9.333333333333334e-06
308,,,-9.333333333333334e-06
309,,,4e-06
310,,,-1.1066666666666667e-05
311,,,-4.933333333333333e-06
312,,,-8e-06
313,,,8.533333333333334e-06
314,,,-7.466666666666667e-06
315,,,1.2666666666666668e-05
316,,,1.0533333333333333e-05
317,,,1.4e-05
318,,,7.333333333333333e-06
319,,,1.3333333333333333e-05
320,,,1.4111111111111112e-05
321,,,1.3555555555555555e-05
322,,,1.0666666666666667e-05
323,,,8.400000000000001e-06
324,,,2.4444444444444447e-06
325,,,4e-06
326,,,
327,,,-1e-06
328,,,-1.4666666666666666e-05
329,,,-6.888888888888889e-06
330,,,5.333333333333334e-06
331,,,2.8e-05
332,,,1.5333333333333334e-05
333,,,1.777777777777778e-06
334,,,1.2888888888888889e-05
335,,,1.704761904761905e-05
336,,,9.999999999999999e-06
337,,,-4.000000000000001e-06
338,,,-8.666666666666666e-06
339,,,4.511111111111111e-05
340,,,4.8222222222222225e-05
341,,,-2e-06
342,,,-4.666666666666667e-06
343,,,-4e-06
344,,,-7.666666666666667e-06
345,,,1.8e-05
346,,,1.9333333333333333e-05
347,,,2.15e-05
348,,,8.166666666666666e-06
349,,,1.616666666666667e-05
350,,,2.2333333333333335e-05
351,,,1.5833333333333333e-05
352,,,8.333333333333334e-06
353,,,-6.933333333333333e-06
354,,,-6e-06
355,,,-2.666666666666667e-06
356,,,
357,,,-1.3333333333333334e-06
358,,,2e-06
359,,,6.666666666666667e-07
360,,,2.1e-05
361,,,1.24e-05
362,,,
363,,,2.3333333333333336e-06
364,,,4e-06
365,,,3.7333333333333333e-06
366,,,-1.4000000000000001e-05
367,,,-1.5185185185185184e-05
368,,,-7.466666666666667e-06
369,,,-5.333333333333334e-06
370,,,-2.666666666666667e-06
371,,,-8e-06
372,,,-6.2222222222222215e-06
373,,,1.8333333333333336e-05
374,,,1.9444444444444445e-05
375,,,9.222222222222222e-06
376,,,7.777777777777777e-06
377,,,6e-06
378,,,9.866666666666667e-06
379,,,1.28e-05
380,,,5.777777777777778e-06
381,,,8.88888888888889e-07
382,,,-4.333333333333333e-06
383,,,-7.555555555555555e-06
384,,,-2.8333333333333335e-06
385,,,-2e-06
386,,,4.4e-06
387,,,1.2933333333333334e-05
388,,,1.5666666666666667e-05
389,,,1.6666666666666667e-05
390,,,1.2888888888888889e-05
391,,,1.3666666666666666e-05
392,,,1.8133333333333335e-05
393,,,2.2666666666666668e-05
394,,,2.2666666666666668e-05
395,,,1.523809523809524e-05
396,,,1.4952380952380952e-05
397,,,1.3555555555555555e-05
398,,,1.1066666666666667e-05
399,,,2e-06
400,,,1.0333333333333333e-05
401,,,1.4583333333333333e-05
402,,,1.5333333333333334e-05
403,,,3.4952380952380955e-05
404,,,5.183333333333333e-05
405,,,3.525e-05
406,,,2.4333333333333333e-05
407,,,1.9428571428571427e-05
408,,,1.822222222222222e-05
409,,,2.0833333333333333e-05
410,,,2.5555555555555554e-05
411,,,2.175e-05
412,,,2.0416666666666667e-05
413,,,2.2e-05
414,,,2.1e-05
415,,,2.02962962962963e-05
416,,,2.0761904761904763e-05
417,,,1.8999999999999998e-05
418,,,2.4e-05
419,,,2.8444444444444447e-05
420,,,2.9999999999999997e-05
421,,,3.213333333333333e-05
422,,,3.355555555555555e-05
423,,,3.4571428571428574e-05
424,,,3.3333333333333335e-05
425,,,2.377777777777778e-05
426,,,2.4666666666666665e-05
427,,,2.2999999999999997e-05
428,,,2.122222222222222e-05
429,,,2.2666666666666668e-05
430,,,2.3444444444444444e-05
431,,,2.4000000000000004e-05
432,,,2.8499999999999998e-05
433,,,3.647619047619048e-05
434,,,3.666666666666667e-05
435,,,3.685714285714286e-05
436,,,3.633333333333333e-05
437,,,3.352380952380952e-05
438,,,3.259259259259259e-05
439,,,2.55e-05
440,,,2.773333333333333e-05
441,,,3.688888888888889e-05
442,,,3.6416666666666666e-05
443,,,3.6e-05
444,,,3.5037037037037035e-05
445,,,3.383333333333333e-05
446,,,4.222222222222223e-05
447,,,4.6190476190476194e-05
448,,,4.5333333333333335e-05
449,,,4.2666666666666676e-05
450,,,4.4074074074074076e-05
451,,,4.711111111111111e-05
